45,318, 1104, 750, 1204, 3451, 904, 898, 177593, 951, 48516, 741, 1237, 3275, 246, 1178, 1276, 912, 475, 1217, 4973, 720, 1208, 930, 1089, 922, 1199, 56782, 3468, 7361, 3037
46,1104, 750, 1204, 858, 3451, 904, 2959, 898, 951, 56782, 246, 296, 741, 720, 260, 922, 1136, 1213, 1276, 1197, 1221, 142488, 3275, 48516, 1233, 4973, 2571, 1196, 57669, 1208
47,750, 1104, 1204, 858, 904, 3451, 898, 1217, 296, 48516, 951, 56782, 1276, 922, 50, 246, 1136, 1213, 3275, 5690, 3468, 720, 260, 912, 741, 1208, 1221, 3435, 1178, 4973
48,1104, 318, 1204, 750, 898, 3451, 858, 904, 162, 2959, 3275, 1178, 951, 3836, 741, 48516, 296, 177593, 1217, 930, 720, 50, 1208, 1201, 1223, 1221, 1136, 1213, 1197, 3468
49,750, 898, 904, 1204, 2959, 3451, 858, 1104, 741, 951, 246, 3037, 56782, 922, 48516, 296, 1235, 1136, 1178, 50, 2360, 1276, 1217, 5690, 1248, 4973, 1213, 6350, 1221, 260
50,1104, 3451, 898, 904, 1178, 1276, 48516, 951, 50, 1248, 922, 1213, 4973, 260, 1217, 1221, 3275, 246, 912, 1197, 1089, 56782, 2324, 475, 7361, 3435, 5690, 57669, 1196, 1041
51,318, 1204, 750, 1104, 3451, 904, 2959, 898, 741, 296, 951, 56782, 48516, 50, 1213, 1178, 1217, 1136, 4973, 3037, 1248, 3468, 3508, 1208, 1221, 3275, 1089, 1252, 2324, 1197
52,1104, 750, 3451, 1204, 858, 904, 898, 296, 951, 922, 177593, 50, 1217, 1213, 246, 1136, 912, 1208, 475, 1178, 1221, 3275, 741, 1276, 1089, 4973, 1237, 1197, 56782, 1041
53,50, 110, 260, 296, 356, 441, 457, 527, 593, 608, 923, 954, 1080, 1089, 1090, 1136, 1196, 1197, 1198, 1206, 1208, 1210, 1213, 1219, 1222, 1258, 1270, 1278, 1291, 1617
54,750, 1104, 177593, 3451, 858, 475, 1204, 2959, 904, 898, 48516, 1199, 1208, 1213, 1136, 930, 260, 1221, 1089, 933, 3275, 4973, 56782, 38061, 741, 2324, 720, 246, 2019, 57669
55,318, 1217, 3451, 750, 162, 922, 1204, 930, 3508, 3468, 904, 2959, 858, 866, 720, 1248, 246, 951, 1237, 27156, 5690, 1104, 296, 1223, 1235, 7371, 50, 1199, 1213, 260
56,750, 1104, 1204, 858, 3468, 904, 2959, 898, 3451, 1178, 741, 177593, 5690, 1213, 50, 48516, 1217, 260, 930, 246, 1089, 1221, 1276, 1233, 922, 1041, 1197, 4973, 1199, 56782
57,318, 1104, 3451, 2959, 898, 1178, 741, 48516, 3275, 1213, 1217, 246, 4973, 56782, 475, 1199, 1089, 930, 7361, 1237, 5690, 3468, 2329, 1041, 3508, 177593, 1225, 1233, 57669, 5618
58,1104, 3451, 750, 1204, 858, 898, 1178, 904, 2959, 3468, 48516, 951, 3275, 1248, 260, 1213, 5690, 720, 1237, 922, 1221, 741, 1276, 1217, 912, 3030, 1208, 1089, 3435, 1136
59,318, 1204, 3451, 1104, 898, 2959, 1217, 741, 296, 1041, 3468, 246, 48516, 177593, 50, 1213, 951, 475, 1136, 1178, 3275, 4973, 1199, 1089, 1276, 5690, 1197, 3508, 3435, 720
60,3451, 750, 1204, 741, 2959, 951, 898, 1223, 904, 3200, 296, 1276, 48516, 922, 1208, 475, 1213, 1228, 1178, 1104, 2324, 1041, 4973, 1089, 1197, 260, 56782, 1199, 2019, 1221
61,1204, 750, 1104, 858, 741, 904, 2959, 3451, 1178, 898, 1248, 177593, 296, 1217, 246, 922, 5690, 48516, 720, 260, 1276, 1221, 56782, 951, 1136, 4973, 912, 1041, 3275, 1223
62,750, 1104, 1204, 898, 904, 3451, 741, 1217, 1178, 951, 50, 922, 1213, 246, 3468, 1136, 1208, 1276, 56782, 475, 912, 3275, 1197, 1199, 720, 177593, 2324, 3435, 2019, 1237
63,1104, 750, 1204, 3451, 904, 898, 951, 3275, 741, 246, 1217, 922, 3468, 1178, 475, 4973, 5690, 56782, 1197, 1199, 1041, 1276, 2019, 930, 177593, 2324, 720, 1235, 1248, 1237
64,750, 1104, 3451, 904, 898, 1178, 951, 741, 48516, 246, 922, 1248, 3275, 912, 3468, 56782, 177593, 1199, 475, 1237, 720, 1233, 1198, 1041, 1252, 2160, 38061, 930, 3508, 1201
65,3451, 1104, 898, 750, 858, 1204, 904, 951, 475, 56782, 3275, 3435, 50, 296, 260, 1136, 48516, 922, 246, 741, 1221, 1237, 1213, 1208, 4973, 912, 1197, 1041, 1089, 1198
66,750, 1104, 1204, 858, 3451, 904, 898, 1178, 951, 48516, 741, 177593, 3275, 246, 1276, 1208, 1221, 4973, 3468, 1199, 56782, 1248, 475, 720, 5690, 1237, 2324, 930, 2329, 3508
67,750, 1178, 3451, 1204, 858, 951, 904, 177593, 1104, 3435, 3275, 475, 898, 741, 1248, 50, 1197, 48516, 1262, 142488, 260, 1213, 1221, 4973, 1233, 912, 246, 3468, 56782, 1089
68,750, 1204, 1104, 3451, 904, 898, 1178, 951, 741, 246, 177593, 1217, 3468, 475, 922, 1199, 56782, 1237, 930, 720, 5690, 3435, 3508, 1252, 1233, 1248, 3030, 908, 1041, 1225
69,3451, 750, 1204, 1104, 858, 904, 2959, 177593, 142488, 951, 1217, 48516, 898, 1276, 56782, 3468, 246, 1213, 3435, 1221, 741, 1136, 912, 1208, 1199, 3275, 1089, 4973, 3508, 1197
70,1104, 750, 1178, 3451, 1204, 2959, 904, 898, 296, 1217, 1237, 3275, 5690, 1248, 48516, 1213, 50, 260, 741, 922, 177593, 1221, 1208, 1089, 720, 3508, 912, 4973, 1197, 142488
71,3451, 318, 1104, 1178, 750, 898, 922, 858, 951, 904, 933, 1204, 2959, 1237, 48516, 296, 720, 50, 106642, 71899, 1213, 1276, 3275, 1233, 912, 4973, 1223, 246, 1089, 1221
72,1204, 750, 3451, 1104, 904, 2959, 1217, 898, 246, 741, 922, 5690, 48516, 1276, 106642, 951, 1213, 1178, 3468, 1136, 1208, 1089, 1248, 177593, 1197, 1233, 3275, 57669, 56782, 1199
73,318, 750, 1204, 1104, 3451, 858, 2959, 904, 898, 475, 296, 177593, 741, 48516, 246, 1217, 50, 1213, 1276, 1178, 56782, 1136, 930, 3275, 4973, 1089, 1221, 3468, 1208, 1237
74,318, 750, 1104, 1204, 3451, 2959, 904, 1178, 898, 922, 50, 1213, 741, 1237, 260, 3468, 3275, 1276, 951, 1199, 1136, 1089, 912, 1197, 246, 2571, 177593, 7361, 720, 3435
75,318, 3451, 898, 750, 858, 1104, 56782, 2959, 904, 296, 741, 1217, 475, 48516, 1221, 50, 246, 1178, 1136, 2019, 38061, 1213, 5690, 1089, 177593, 4973, 1197, 1283, 1208, 930
76,1104, 1204, 3451, 904, 951, 1217, 1178, 898, 246, 1248, 50, 475, 933, 1276, 922, 48516, 912, 4973, 720, 741, 1041, 5690, 1199, 177593, 930, 3275, 1197, 3468, 7361, 1233
77,318, 3451, 1104, 898, 750, 1204, 904, 858, 2959, 720, 2160, 296, 1233, 3037, 922, 741, 50, 48516, 1089, 1217, 1213, 866, 2019, 912, 1178, 1136, 1235, 56782, 1221, 1208
78,750, 898, 1104, 3451, 1204, 2959, 858, 904, 3030, 741, 951, 1237, 3275, 48516, 1267, 2324, 475, 1213, 1276, 4973, 50, 1208, 1178, 1089, 1136, 246, 912, 5500, 1221, 1197
79,318, 750, 1104, 1204, 2959, 904, 3451, 898, 1178, 922, 951, 1217, 296, 48516, 50, 475, 1136, 930, 1223, 1213, 177593, 1235, 4973, 1208, 1199, 720, 741, 3836, 38061, 1198
80,1104, 750, 1204, 3451, 898, 904, 296, 1178, 1217, 951, 177593, 246, 741, 475, 922, 1213, 1237, 260, 912, 1208, 1136, 3468, 4973, 1089, 1276, 1197, 1199, 930, 56782, 3508
81,1104, 750, 720, 1178, 1204, 858, 475, 2959, 904, 80906, 1248, 56782, 1199, 177593, 741, 951, 48516, 50, 246, 260, 1208, 3451, 1221, 1213, 898, 1217, 2571, 162, 1136, 3213
82,318, 750, 1104, 1204, 3451, 904, 2959, 1178, 898, 296, 951, 48516, 741, 50, 246, 1213, 475, 1208, 56782, 912, 1217, 177593, 1136, 1237, 4973, 3275, 1276, 720, 3468, 1197
83,1104, 3451, 898, 1178, 858, 2959, 177593, 904, 106642, 296, 951, 1248, 48516, 50, 1213, 2019, 5690, 1276, 1217, 1233, 720, 1221, 1208, 260, 3275, 3030, 56782, 1089, 1197, 912
84,750, 1204, 3451, 2959, 1178, 741, 48516, 56782, 1221, 1041, 3275, 1199, 4973, 1089, 177593, 720, 1248, 7361, 2571, 3468, 2019, 930, 1237, 5690, 2324, 2329, 1252, 3435, 38061, 1201
85,318, 3451, 1248, 750, 933, 1204, 1178, 858, 741, 2959, 904, 3275, 1104, 2160, 1233, 296, 898, 951, 38061, 50, 3030, 475, 1213, 56782, 48516, 177593, 912, 1208, 1262, 1089
86,1104, 750, 1204, 3451, 858, 898, 904, 1178, 951, 296, 50, 48516, 930, 1136, 1213, 56782, 912, 1221, 3275, 720, 922, 1208, 1276, 475, 246, 4973, 1197, 3468, 2019, 1089
87,318, 750, 904, 858, 3451, 1204, 177593, 2959, 1104, 898, 1217, 475, 741, 50, 1199, 296, 3275, 2019, 48516, 912, 56782, 720, 142488, 1089, 1276, 3037, 1213, 1233, 1201, 1197
88,1204, 1104, 750, 1178, 904, 858, 951, 2959, 1248, 5690, 741, 296, 898, 1233, 3451, 1213, 246, 720, 922, 260, 2160, 1217, 1199, 1221, 1276, 1136, 4973, 1089, 912, 1197
89,318, 1104, 1204, 3451, 858, 2959, 904, 1178, 296, 48516, 50, 177593, 1213, 56782, 922, 1208, 933, 475, 246, 912, 720, 1199, 1237, 3275, 1276, 260, 1089, 3468, 1217, 1221
90,318, 1104, 750, 1204, 858, 904, 2959, 741, 3451, 1178, 898, 296, 177593, 1217, 3275, 50, 1208, 5690, 933, 1213, 1136, 475, 162, 3030, 912, 48516, 246, 1089, 1235, 1197
91,1104, 1204, 3451, 898, 1217, 951, 1178, 48516, 922, 177593, 56782, 246, 4973, 3468, 1237, 475, 7361, 2324, 1041, 1248, 720, 2329, 930, 38061, 1252, 1233, 1223, 1235, 5690, 57669
92,3451, 318, 1204, 750, 951, 858, 904, 2959, 1223, 741, 1041, 720, 3275, 1104, 2019, 922, 3435, 898, 48516, 296, 50, 1136, 1208, 1209, 1089, 1221, 260, 1276, 56782, 3037
93,1104, 750, 3451, 1204, 858, 904, 2959, 1178, 898, 296, 951, 48516, 475, 50, 1213, 741, 1041, 1136, 246, 3275, 922, 1217, 1208, 56782, 1221, 912, 3435, 4973, 177593, 1089
94,3451, 1104, 750, 1204, 1178, 858, 904, 2959, 898, 475, 922, 720, 5690, 48516, 260, 50, 1221, 1233, 1213, 246, 56782, 912, 1136, 1208, 1276, 2571, 3435, 1198, 1197, 3275
95,318, 750, 1204, 1104, 3451, 858, 898, 904, 2959, 951, 296, 922, 1217, 48516, 50, 1178, 1213, 246, 1136, 1276, 912, 3275, 56782, 1197, 930, 5690, 475, 3468, 3435, 1199
96,318, 3451, 1104, 750, 1204, 904, 898, 2959, 922, 5690, 1041, 246, 3435, 4973, 1213, 48516, 1136, 951, 1199, 3468, 1208, 1178, 912, 1276, 2019, 741, 2324, 1237, 1248, 720
97,318, 1204, 1104, 750, 904, 3451, 246, 1237, 2959, 3468, 296, 741, 1217, 1178, 48516, 177593, 50, 1223, 1276, 1213, 56782, 260, 922, 3275, 1208, 1221, 3508, 4973, 1197, 1136
98,318, 1104, 1204, 750, 3451, 2959, 898, 741, 5690, 951, 296, 1217, 48516, 246, 50, 56782, 3275, 260, 3468, 38061, 1213, 922, 1221, 1136, 3037, 475, 4973, 1208, 1233, 1178
99,3451, 750, 1204, 858, 1104, 2959, 904, 741, 1178, 1276, 48516, 1248, 951, 898, 2324, 50, 912, 1213, 1208, 1089, 922, 56782, 720, 1221, 1237, 3275, 260, 5690, 1197, 933
100,318, 1104, 750, 1204, 3451, 898, 858, 2959, 904, 1178, 48516, 922, 50, 951, 1136, 260, 177593, 1217, 1276, 741, 3275, 1221, 56782, 912, 4973, 1208, 3508, 1237, 1089, 475
101,1204, 318, 750, 1104, 858, 177593, 3451, 904, 1178, 106642, 296, 922, 56782, 898, 741, 1199, 246, 50, 1208, 475, 1213, 1221, 48516, 1276, 912, 951, 930, 1089, 4973, 2324
102,750, 3451, 1204, 858, 951, 1104, 2959, 904, 898, 3275, 741, 48516, 3468, 922, 1213, 475, 930, 1041, 5690, 246, 50, 1208, 56782, 1178, 260, 1089, 4973, 1276, 1197, 912
103,1104, 1204, 3451, 904, 898, 741, 951, 1217, 1178, 246, 3275, 922, 1136, 1276, 5690, 1237, 930, 177593, 720, 2324, 1199, 1248, 3508, 1235, 57669, 475, 38061, 3435, 2019, 1223
104,318, 750, 1104, 3451, 1204, 2959, 898, 904, 1178, 951, 741, 296, 48516, 1217, 246, 50, 1213, 177593, 1208, 3275, 922, 1276, 720, 56782, 912, 930, 1221, 1089, 1197, 2324
105,1104, 1204, 3451, 898, 1217, 951, 741, 246, 3468, 177593, 1136, 1276, 1248, 1237, 1197, 475, 720, 930, 1196, 1252, 3435, 3508, 933, 2160, 106642, 908, 3030, 1041, 1262, 1223
106,3451, 750, 1178, 1204, 858, 933, 1104, 2959, 898, 904, 296, 246, 922, 5690, 930, 48516, 1213, 50, 106642, 951, 1237, 177593, 741, 1276, 6460, 1208, 720, 2019, 4973, 2324
107,750, 898, 1104, 858, 1204, 720, 2959, 922, 904, 3508, 1237, 1217, 1178, 3451, 930, 48516, 177593, 741, 951, 1213, 866, 912, 3468, 50, 1283, 1276, 1221, 260, 1208, 2324
108,318, 1104, 750, 3451, 858, 2959, 904, 741, 951, 1276, 1178, 898, 296, 1283, 912, 48516, 246, 475, 1213, 3275, 3836, 50, 1208, 3468, 1221, 922, 260, 1197, 1235, 2324
109,750, 3451, 1204, 1104, 858, 898, 904, 2959, 177593, 951, 1178, 922, 3275, 741, 48516, 1213, 1217, 1136, 1208, 260, 912, 4973, 1221, 5690, 56782, 1089, 1276, 3468, 1197, 930
110,318, 750, 3451, 1104, 1204, 898, 858, 904, 1217, 720, 741, 1213, 951, 50, 3468, 1178, 3275, 48516, 2160, 922, 912, 246, 56782, 1197, 260, 1221, 38061, 3836, 1136, 933
111,750, 1104, 1204, 858, 904, 3451, 1178, 1217, 898, 296, 951, 3468, 50, 922, 741, 5690, 1213, 246, 1208, 1221, 4973, 260, 1276, 56782, 1248, 1199, 1089, 1136, 1237, 912
112,318, 1204, 750, 1104, 858, 904, 2959, 3451, 1178, 720, 296, 48516, 162, 3468, 1221, 1136, 1217, 898, 741, 475, 1276, 922, 1213, 3275, 951, 56782, 1208, 1197, 4973, 912
113,318, 1104, 750, 1178, 2959, 1204, 898, 177593, 922, 296, 56782, 48516, 1213, 50, 246, 4973, 3275, 1136, 1237, 1208, 1199, 1221, 1041, 951, 1089, 1197, 1217, 38061, 930, 2571
114,318, 1204, 3451, 750, 858, 741, 1104, 2959, 904, 475, 1223, 296, 951, 898, 48516, 3435, 922, 3275, 56782, 50, 1213, 1221, 1208, 38061, 1199, 2324, 1201, 1228, 162, 177593
115,318, 750, 1204, 3451, 1104, 858, 898, 904, 2959, 951, 177593, 1178, 48516, 3275, 741, 50, 1217, 1213, 720, 1221, 1276, 1136, 1237, 4973, 1197, 106642, 1089, 2324, 912, 922
116,318, 750, 1204, 2959, 1104, 904, 3451, 898, 951, 177593, 922, 1283, 1217, 48516, 1178, 1237, 296, 246, 1213, 741, 1235, 912, 50, 260, 4973, 1136, 1089, 3508, 3275, 475
117,750, 1104, 1204, 3451, 858, 2959, 904, 898, 1178, 741, 48516, 951, 56782, 1213, 1217, 3275, 260, 1221, 3468, 922, 1208, 1136, 912, 246, 1276, 1089, 4973, 1197, 177593, 5690
118,318, 750, 1204, 1178, 3451, 904, 922, 1272, 2959, 720, 1217, 3275, 898, 951, 48516, 246, 177593, 3468, 4973, 56782, 1276, 741, 106642, 3508, 50, 260, 1208, 1248, 1197, 912
119,750, 1204, 1104, 3451, 858, 2959, 898, 904, 1178, 951, 177593, 50, 741, 1213, 1217, 1237, 922, 1276, 1208, 260, 1136, 912, 475, 3468, 4973, 56782, 1248, 1197, 1221, 246
120,3451, 318, 1104, 750, 177593, 1204, 1041, 56782, 2959, 904, 898, 296, 741, 3275, 1213, 48516, 914, 3508, 1221, 475, 50, 1136, 720, 7361, 38061, 1223, 1208, 908, 1201, 1089
121,898, 750, 1204, 177593, 1104, 858, 2959, 3451, 904, 475, 50, 930, 1221, 2019, 922, 3435, 260, 48516, 1213, 1136, 912, 1248, 56782, 1276, 1178, 3275, 1089, 741, 1208, 1199
122,750, 1104, 1204, 3451, 904, 898, 1217, 741, 951, 1178, 246, 922, 4973, 1221, 912, 475, 3468, 177593, 1248, 7361, 720, 5690, 2324, 2019, 930, 2329, 1198, 1233, 38061, 3435
123,1204, 750, 1104, 3451, 858, 904, 741, 898, 951, 1217, 56782, 5690, 922, 246, 1248, 48516, 50, 1213, 3468, 1136, 475, 1208, 1221, 1223, 1197, 1089, 912, 3275, 4973, 1199
124,1104, 750, 1204, 858, 2959, 898, 904, 1248, 951, 741, 475, 1217, 1208, 48516, 3451, 1136, 1213, 177593, 56782, 1221, 3275, 1178, 1089, 4973, 1276, 246, 1199, 1197, 912, 922
125,750, 1104, 1204, 3451, 898, 904, 1178, 951, 1217, 741, 50, 1213, 246, 3275, 922, 1208, 56782, 1136, 1276, 260, 3468, 912, 1197, 177593, 1089, 475, 1199, 2324, 5690, 720
126,3451, 1104, 750, 898, 858, 2959, 246, 904, 1204, 1235, 1178, 3275, 3468, 56782, 1217, 48516, 475, 1136, 50, 720, 1208, 142488, 6350, 951, 1197, 1283, 922, 1213, 1199, 1276
127,318, 750, 1204, 1104, 3451, 858, 56782, 2959, 3468, 1178, 898, 904, 3275, 177593, 930, 3508, 296, 1213, 1267, 48516, 3037, 50, 1237, 1089, 4967, 106642, 912, 1197, 1208, 475
